"SIdent";"Schlag.ID";"KID";"AUI.ID";"BFS.Nr";"Zone.Nr";"BF";"Schlagflaeche";"Menge.Produkt";"Rohleistung.total";"Rohleistung.aus.landwirtschaftlicher.Produktion";"Arbeitskräfte.Betrieb";"Hangbeiträge..2.v.2.";"Hangbeiträge..1.v.2..";"Tierhaltung";"Ausbildung.Betriebsleiter";"Tierbestand.total..im.Eigentum.";"Landwirtschaftliches.Einkommen..LE.";"Pflanzenbau";"Betriebseinkommen";"Dünger";"Sachkosten.Pflanzenbau";"Aktiven.Betrieb";"Alter.Betriebsleiter";"Fremdfinanzierungsgrad..Nenner.";"Fremdfinanzierungsgrad..Zähler.";"Mfungag";"Extenso";"Insektizid";"AIag";"HR";"Menge.Produkt.ha2";"Ext";"STIprob";"Kultur";"Kantonsnr.";"Gemeinde";"Region";"Datum";"Massnahmedetail.ID";"Kulturertrag";"Einheit.Produkt";"Jahr";"Arbeitskräfte.Betrieb.1";"Gesamteinkommen..GE.";"Höhe.über.Meer";"Direktzahlungen";"Pflanzenschutz";"Anlagevermögen";"Minsektag";"Mherbreduzag";"Herbizid";"Rest";"TL";"AIA";"PSMBez";"name";"maxUm";"max";"HL";"PSMIdent";"LN";"Einheit.Ertrag.ha";"Menge.Produkt.ha";"Zone";"Landwirtschaftliche.Nutzfläche";"Ausserlandwirtschaftliches.Einkommen";"Aktiven.total";"Hagelversicherung";"Mherbag";"Mtillag";"Fungizid";"HerbBio";"FL";"Massnahmeflaeche2";"AIAha";"STIQuotient";"P09";"P10";"P11";"P12";"P13";"AP";"P09.ha";"P10.ha";"P11.ha";"P12.ha";"P13.ha";"AP.ha";"Menge.ha_P";"Extag";"Kartoffeln";"Mais";"Obst";"UebrigesGetreide";"Winterweizen";"WinterweizenExt";"Flaeche";"Mtillagag";"notBioMittel";"BioMittel"
"208 Obst";"24DB592F-BAAB-48DB-8C0E-62D831";"Diazinon Burri Steinobst";208;2771;31;39,21;0,15;0,15;633899,04;365199,25;4,4;0;NA;1600;4;2,94;109388,58;363599,25;289797,29;5328,45;51758,55;2602860,3;44;2602860,3;2171743,33;0;1;1;0,23;10;1;2;0;"Obst";13;"Oberwil (BL)";"Tal";"12.04.2009";"8D3A9D9A-AB7F-490B-AD0E-57AA0C";200;"l";2009;4,4;168555,13;340;132271;21472,6;2449813;0;0;0;0;5,77784826543608;0,0345;"Diazinon Burri";"Diazinon Burri";NA;NA;0,0285714285714286;"30807 1";39,21;"dt";1;31;39,21;59166,55;2602860,3;539,6;0;0;0;1;0,0616149585178987;0,15;0,23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;10,01;0;0;0
"208 Obst";"E81D68D1-B0A6-44F0-811E-6BAAD5";"Cuprofix Kernobst";208;2771;31;39,21;2,5;5;633899,04;365199,25;4,4;0;NA;1600;4;2,94;109388,58;363599,25;289797,29;5328,45;51758,55;2602860,3;44;2602860,3;2171743,33;0;1;0;0,5;0;2;3;0;"Obst";13;"Oberwil (BL)";"Tal";"02.04.2009";"05EB025A-AC95-4D76-BCE9-FF2B4C";400;"kg";2009;4,4;168555,13;340;132271;21472,6;2449813;0;0;0;0;0,159211177894645;2,5;"Cuprofix";"Cuprofix";NA;NA;0,0714285714285714;"30137 2";39,21;"dt";2;31;39,21;59166,55;2602860,3;539,6;0;0;1;2;0;2,5;1;NA;17,1;16,8;17;18;18;85,5;41,04;40,32;41;43,2;43;102,6;2,4;1;0;0;1;0;0;0;10,01;0;0;0
"208 Obst";"80927097-72BA-4656-88FA-3C4862";"Diazinon Burri Apfel";208;2771;31;39,21;3,9;3,9;633899,04;365199,25;4,4;0;NA;1600;4;2,94;109388,58;363599,25;289797,29;5328,45;51758,55;2602860,3;44;2602860,3;2171743,33;0;1;1;0,23;10;1;2;0;"Obst";13;"Oberwil (BL)";"Tal";"02.04.2009";"DCA64323-2413-4429-8378-04B4CE";400;"l";2009;4,4;168555,13;340;132271;21472,6;2449813;0;0;0;0;5,77784826543608;0,897;"Diazinon Burri";"Diazinon Burri";NA;NA;0,0285714285714286;"30807 1";39,21;"dt";1;31;39,21;59166,55;2602860,3;539,6;0;0;0;1;0,0616149585178987;3,9;0,23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;10,01;0;0;0
"208 Obst";"56205BCA-1073-4E99-A349-8CF18A";"Diazinon Burri Steinobst";208;2771;31;39,21;0,11;0,12;633899,04;365199,25;4,4;0;NA;1600;4;2,94;109388,58;363599,25;289797,29;5328,45;51758,55;2602860,3;44;2602860,3;2171743,33;0;1;1;0,23;10;1,09090909090909;2;0;"Obst";13;"Oberwil (BL)";"Tal";"12.04.2009";"78ED3541-D4B9-4E8C-A10A-E45477";200;"l";2009;4,4;168555,13;340;132271;21472,6;2449813;0;0;0;0;5,77784826543608;0,0276;"Diazinon Burri";"Diazinon Burri";NA;NA;0,0285714285714286;"30807 1";39,21;"dt";1;31;39,21;59166,55;2602860,3;539,6;0;0;0;1;0,0616149585178987;0,11;0,250909090909091;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;10,01;0;0;0
"208 Obst";"E81D68D1-B0A6-44F0-811E-6BAAD5";"Insegar Kernobst";208;2771;31;39,21;2,5;1,5;633899,04;365199,25;4,4;0;NA;1600;4;2,94;109388,58;363599,25;289797,29;5328,45;51758,55;2602860,3;44;2602860,3;2171743,33;0;1;1;0,25;70;0,6;2;0;"Obst";13;"Oberwil (BL)";"Tal";"29.05.2009";"AA42DF90-8CC5-4A9B-B3B5-5D4AC2";400;"kg";2009;4,4;168555,13;340;132271;21472,6;2449813;0;0;0;0;0,0102864969081939;0,375;"Insegar";"Insegar";NA;NA;0,2;"31098 2";39,21;"dt";0,6;31;39,21;59166,55;2602860,3;539,6;0;0;0;1;0,0292234446234221;2,5;0,15;NA;180,458503616354;189,781787121677;217;197,649339611283;198,587661088201;270,687755424531;86,4870247746583;90,9553265467945;104;94,7259507814444;95,175653240428;216,217561936646;0,48;1;0;0;1;0;0;0;10,01;0;0;0
"208 Obst";"80927097-72BA-4656-88FA-3C4862";"Insegar Kernobst";208;2771;31;39,21;3,9;2,34;633899,04;365199,25;4,4;0;NA;1600;4;2,94;109388,58;363599,25;289797,29;5328,45;51758,55;2602860,3;44;2602860,3;2171743,33;0;1;1;0,25;70;0,6;2;0;"Obst";13;"Oberwil (BL)";"Tal";"29.05.2009";"CE045E9A-DA69-4BEC-BD7C-D69600";400;"kg";2009;4,4;168555,13;340;132271;21472,6;2449813;0;0;0;0;0,0102864969081939;0,585;"Insegar";"Insegar";NA;NA;0,2;"31098 2";39,21;"dt";0,6;31;39,21;59166,55;2602860,3;539,6;0;0;0;1;0,0292234446234221;3,9;0,15;NA;180,458503616354;189,781787121677;217;197,649339611283;198,587661088201;422,272898462268;86,4870247746583;90,9553265467945;104;94,7259507814444;95,175653240428;337,299396621167;0,48;1;0;0;1;0;0;0;10,01;0;0;0
"208 Obst";"F77B691E-00C6-4BB2-8DE2-AED810";"Cuprofix Kernobst";208;2771;31;39,21;1,12;2,24;633899,04;365199,25;4,4;0;NA;1600;4;2,94;109388,58;363599,25;289797,29;5328,45;51758,55;2602860,3;44;2602860,3;2171743,33;0;1;0;0,5;0;2;3;0;"Obst";13;"Oberwil (BL)";"Tal";"02.04.2009";"4803E955-920F-4407-941C-3B748B";200;"kg";2009;4,4;168555,13;340;132271;21472,6;2449813;0;0;0;0;0,159211177894645;1,12;"Cuprofix";"Cuprofix";NA;NA;0,0714285714285714;"30137 2";39,21;"dt";2;31;39,21;59166,55;2602860,3;539,6;0;0;1;2;0;1,12;1;NA;17,1;16,8;17;18;18;38,304;41,04;40,32;41;43,2;43;45,9648;2,4;1;0;0;1;0;0;0;10,01;0;0;0
"208 Obst";"24DB592F-BAAB-48DB-8C0E-62D831";"Cuprofix Steinobst";208;2771;31;39,21;0,15;0,3;633899,04;365199,25;4,4;0;NA;1600;4;2,94;109388,58;363599,25;289797,29;5328,45;51758,55;2602860,3;44;2602860,3;2171743,33;0;1;0;0,5;0;2;3;0;"Obst";13;"Oberwil (BL)";"Tal";"12.04.2009";"8C66F042-D5CD-408C-852D-FD6586";200;"kg";2009;4,4;168555,13;340;132271;21472,6;2449813;0;0;0;0;0,159211177894645;0,15;"Cuprofix";"Cuprofix";NA;NA;0,0714285714285714;"30137 2";39,21;"dt";2;31;39,21;59166,55;2602860,3;539,6;0;0;1;2;0;0,15;1;NA;17,1;16,8;17;18;18;5,13;41,04;40,32;41;43,2;43;6,156;2,4;1;0;0;1;0;0;0;10,01;0;0;0
"208 Obst";"C0316F41-DFEE-49B9-A9A7-9B574E";"Insegar Kernobst";208;2771;31;39,21;0,9;0,54;633899,04;365199,25;4,4;0;NA;1600;4;2,94;109388,58;363599,25;289797,29;5328,45;51758,55;2602860,3;44;2602860,3;2171743,33;0;1;1;0,25;70;0,6;2;0;"Obst";13;"Oberwil (BL)";"Tal";"29.05.2009";"76A4EC28-F977-4B6A-8A40-C9FC11";400;"kg";2009;4,4;168555,13;340;132271;21472,6;2449813;0;0;0;0;0,0102864969081939;0,135;"Insegar";"Insegar";NA;NA;0,2;"31098 2";39,21;"dt";0,6;31;39,21;59166,55;2602860,3;539,6;0;0;0;1;0,0292234446234221;0,9;0,15;NA;180,458503616354;189,781787121677;217;197,649339611283;198,587661088201;97,4475919528312;86,4870247746583;90,9553265467945;104;94,7259507814444;95,175653240428;77,8383222971925;0,48;1;0;0;1;0;0;0;10,01;0;0;0
"208 Obst";"80927097-72BA-4656-88FA-3C4862";"Cuprofix Kernobst";208;2771;31;39,21;3,9;7,8;633899,04;365199,25;4,4;0;NA;1600;4;2,94;109388,58;363599,25;289797,29;5328,45;51758,55;2602860,3;44;2602860,3;2171743,33;0;1;0;0,5;0;2;3;0;"Obst";13;"Oberwil (BL)";"Tal";"02.04.2009";"3185E79D-3679-4778-B4E0-561CB2";400;"kg";2009;4,4;168555,13;340;132271;21472,6;2449813;0;0;0;0;0,159211177894645;3,9;"Cuprofix";"Cuprofix";NA;NA;0,0714285714285714;"30137 2";39,21;"dt";2;31;39,21;59166,55;2602860,3;539,6;0;0;1;2;0;3,9;1;NA;17,1;16,8;17;18;18;133,38;41,04;40,32;41;43,2;43;160,056;2,4;1;0;0;1;0;0;0;10,01;0;0;0
"208 Obst";"C0316F41-DFEE-49B9-A9A7-9B574E";"Diazinon Burri Apfel";208;2771;31;39,21;0,9;0,9;633899,04;365199,25;4,4;0;NA;1600;4;2,94;109388,58;363599,25;289797,29;5328,45;51758,55;2602860,3;44;2602860,3;2171743,33;0;1;1;0,23;10;1;2;0;"Obst";13;"Oberwil (BL)";"Tal";"02.04.2009";"2E34B6C5-C777-41DA-9A95-A3C260";400;"l";2009;4,4;168555,13;340;132271;21472,6;2449813;0;0;0;0;5,77784826543608;0,207;"Diazinon Burri";"Diazinon Burri";NA;NA;0,0285714285714286;"30807 1";39,21;"dt";1;31;39,21;59166,55;2602860,3;539,6;0;0;0;1;0,0616149585178987;0,9;0,23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;10,01;0;0;0
"21 Kartoffeln";"21B7DBCC-3084-4757-AC9C-F7E14D";"Polytanol allg.";21;611;31;18,59;0,95;1,73;351551,81;241791,9;2,05;0;NA;197811,7;4;36,13;85534,33;43980,2;94542,83;4599,1;18837,65;1548438,05;37;1548438,05;423636,1;0;1;0;0,15;85;1,82105263157895;2;0;"Kartoffeln";2;"Kiesen";"Tal";"15.05.2009";"AD4DC7B5-5F56-4D4A-A5FD-5CF286";442,1052632;"kg";2009;2,05;163458,83;547;40347,45;3105,95;1134381;0;0;0;1;14,9786665206947;0,2595;"Polytanol";"Polytanol";NA;NA;0,2;"30362 2";15,02;"dt";1,821052632;31;15,02;77924,5;1548438,05;449,1;5;2;0;1;1,05932203389831e-05;0,95;0,273157894736842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;1,65;0,666666666666667;0;0
"215 Mais";"32EDF8DF-204B-4057-AC02-0124F2";"Maister Mais";215;5690;41;43,5;4,1;6,15;473259,64;340007,4;1,23;0;NA;287296,25;3;36,08;95663,84;52711,15;138625,04;16377,4;41896,2;3227087,75;57;3313497,75;1053872,5;0;1;0;0,61;0;1,5;1;0;"Mais";22;"Villars-le-Comte";"Hügel";"02.06.2009";"F68563FA-C3F6-4D1E-8110-1336B0";130;"kg";2009;1,23;104030,44;760;105597,15;7104,25;2926254;0;0;1;0;0,518427523408372;3,7515;"Maister";"Maister";0,15;150;0,0857142857142857;"30280 2";43;"dt TS";1,5;41;43;8366,6;3313497,75;2710,9;2;0;0;0;0,014252181374155;4,1;0,915;10;89,1;89,1;89;89;89,25;547,965;133,65;133,65;134;134;133;547,965;1,5;1;0;1;0;0;0;0;10,89;0,25;0;0
"217 Obst";"64074864-A69D-461D-AE11-F571A6";"Solfovit WG Brombeere";217;5637;31;15,11;0,1;0,75;138561,4;62948,9;2,11;345;NA;0;1;0;23878;62948,9;84271,05;7314,5;20812;77580,31;35;113450,31;30499,25;0;0;0;0,8;10;7,5;1;0;"Obst";22;"Lavigny";"Tal";"03.04.2009";"CCB54F7F-AC7F-462D-984B-5C7E10";3,7;"kg";2009;2,11;75613,65;530;38116,5;3681,15;9840;0;0;0;0;0,157510177765497;0,6;"Solfovit WG";"Solfovit WG";NA;NA;0,0285714285714286;"30426 2";15,11;"dt";7,5;31;15,11;51735,65;113450,31;2323,4;0;0;1;1;0,025485226267157;0,1;6;NA;4,7;4,64350548050519;4,55609631395169;4,52483360086484;4,33560795428595;3,525;18,8;18,5740219220208;18,2243852558068;18,0993344034594;17,3424318171438;1,88;4;1;0;0;1;0;0;0;0,1;0;0;0
"217 Winterweizen";"C5D3BB3E-6131-408C-B962-CF08D1";"Genapol allg.";217;5637;31;15,11;1,52;1,87;138561,4;62948,9;2,11;345;NA;0;1;0;23878;62948,9;84271,05;7314,5;20812;77580,31;35;113450,31;30499,25;0;0;0;0,2835;0;1,23026315789474;1;0;"Winterweizen";22;"Lavigny";"Tal";"04.04.2009";"606C7470-F2C1-4435-8E2B-1D43FD";60;"l";2009;2,11;75613,65;530;38116,5;3681,15;9840;0;0;0;1;0;0,530145;"Genapol";"Genapol";NA;NA;0;"30226 1";15,11;"dt";1,230263158;31;15,11;51735,65;113450,31;2323,4;1;0;0;1;0;1,52;0,348779605263158;NA;10,3;9,31;10;10;10;19,261;5,15;4,66;5;5;5;7,828;0,5;1;0;0;0;0;1;0;2,94;0;0;0
"217 Winterweizen";"C9B125E3-FC6E-492A-B9AC-53C7BA";"Genapol allg.";217;5637;31;15,11;1,42;1,13;138561,4;62948,9;2,11;345;NA;0;1;0;23878;62948,9;84271,05;7314,5;20812;77580,31;35;113450,31;30499,25;0;0;0;0,2835;0;0,795774647887324;1;0;"Winterweizen";22;"Lavigny";"Tal";"04.04.2009";"33AE340D-FEC1-4987-A37D-0A2AA1";60;"l";2009;2,11;75613,65;530;38116,5;3681,15;9840;0;0;0;1;0;0,320355;"Genapol";"Genapol";NA;NA;0;"30226 1";15,11;"dt";0,795774648;31;15,11;51735,65;113450,31;2323,4;1;0;0;1;0;1,42;0,225602112676056;NA;10,3;9,31;10;10;10;11,639;5,15;4,66;5;5;5;7,313;0,5;1;0;0;0;0;1;0;2,94;0;0;0
"219 Kartoffeln";"9B90B2A6-F58B-4BA1-8B60-482176";"Monceren 250 FS Kartoffeln";219;5925;31;50,88;1,14;1,5;338683,9;221397,1;1,41;0;NA;45447,4;3;4,86;120860,55;175949,7;172071,7;22276,6;61363,25;343788,55;31;343788,55;27300,95;0;0;0;0,25;0;1,31578947368421;1;0;"Kartoffeln";22;"Orzens";"Tal";"21.04.2009";"7064C27D-DCA8-4705-BC72-37B708";250;"l";2009;1,41;120860,55;620;105173,9;8262,6;90203;0;0;0;1;0,136468850844211;0,375;"Monceren 250 FS";"Monceren 250 FS";NA;NA;0;"30313 1";45,85;"dt";1,315789474;31;45,85;0;343788,55;330,7;8;1;0;1;0,0323447091129841;1,14;0,328947368421053;NA;67,4943037160074;58,3;58,3;58,3;58,3;101,241455574011;39,9116374165982;34,4747383598214;35;35;35;45,4992666549219;0,6;1;1;0;0;0;0;0;3,78;1;0;0
"219 Kartoffeln";"9B90B2A6-F58B-4BA1-8B60-482176";"NA Saatkartoffeln";219;5925;31;50,88;1,14;1;338683,9;221397,1;1,41;0;NA;45447,4;3;4,86;120860,55;175949,7;172071,7;22276,6;61363,25;343788,55;31;343788,55;27300,95;0;0;0;0,24;0;0,87719298245614;0;0;"Kartoffeln";22;"Orzens";"Tal";"05.08.2009";"E98B9BE3-1A01-4617-8E4F-B628B7";250;"l";2009;1,41;120860,55;620;105173,9;8262,6;90203;0;0;1;0;0,0503934953439083;0,24;"Spotlight";NA;NA;NA;0;"30429 1";45,85;"dt";0,877192982;31;45,85;0;343788,55;330,7;8;1;0;0;0,0220561800369573;1,14;0,210526315789474;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;3,78;1;0;0
"219 Kartoffeln";"9B90B2A6-F58B-4BA1-8B60-482176";"NA Saatkartoffeln";219;5925;31;50,88;1,14;4;338683,9;221397,1;1,41;0;NA;45447,4;3;4,86;120860,55;175949,7;172071,7;22276,6;61363,25;343788,55;31;343788,55;27300,95;0;0;1;0,842;0;3,50877192982456;1;0;"Kartoffeln";22;"Orzens";"Tal";"19.05.2009";"F5CE4BEF-A5B7-4832-BCBD-1C56A3";250;"l";2009;1,41;120860,55;620;105173,9;8262,6;90203;0;0;0;0;0;3,368;"Minerol";NA;NA;NA;0;"30812 1";45,85;"dt";3,50877193;31;45,85;0;343788,55;330,7;8;1;0;1;0;1,14;2,95438596491228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;3,78;1;0;0
"219 Kartoffeln";"9B90B2A6-F58B-4BA1-8B60-482176";"NA Saatkartoffeln";219;5925;31;50,88;1,14;1;338683,9;221397,1;1,41;0;NA;45447,4;3;4,86;120860,55;175949,7;172071,7;22276,6;61363,25;343788,55;31;343788,55;27300,95;0;0;0;0,24;0;0,87719298245614;0;0;"Kartoffeln";22;"Orzens";"Tal";"10.07.2009";"F551E786-D653-46AD-87E8-8B145A";250;"l";2009;1,41;120860,55;620;105173,9;8262,6;90203;0;0;1;0;0,0503934953439083;0,24;"Spotlight";NA;NA;NA;0;"30429 1";45,85;"dt";0,877192982;31;45,85;0;343788,55;330,7;8;1;0;0;0,0220561800369573;1,14;0,210526315789474;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;3,78;1;0;0
"219 Kartoffeln";"9B90B2A6-F58B-4BA1-8B60-482176";"NA Saatkartoffeln";219;5925;31;50,88;1,14;6;338683,9;221397,1;1,41;0;NA;45447,4;3;4,86;120860,55;175949,7;172071,7;22276,6;61363,25;343788,55;31;343788,55;27300,95;0;0;1;0,842;0;5,26315789473684;1;0;"Kartoffeln";22;"Orzens";"Tal";"04.06.2009";"D088F677-8DE6-4FCF-A09C-8E38FE";250;"l";2009;1,41;120860,55;620;105173,9;8262,6;90203;0;0;0;0;0;5,052;"Minerol";NA;NA;NA;0;"30812 1";45,85;"dt";5,263157895;31;45,85;0;343788,55;330,7;8;1;0;1;0;1,14;4,43157894736842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;3,78;1;0;0
"219 Kartoffeln";"9B90B2A6-F58B-4BA1-8B60-482176";"NA Saatkartoffeln";219;5925;31;50,88;1,14;3;338683,9;221397,1;1,41;0;NA;45447,4;3;4,86;120860,55;175949,7;172071,7;22276,6;61363,25;343788,55;31;343788,55;27300,95;0;0;1;0,842;0;2,63157894736842;1;0;"Kartoffeln";22;"Orzens";"Tal";"13.06.2009";"4890C8AC-44D6-4578-BE48-05B60E";250;"l";2009;1,41;120860,55;620;105173,9;8262,6;90203;0;0;0;0;0;2,526;"Minerol";NA;NA;NA;0;"30812 1";45,85;"dt";2,631578947;31;45,85;0;343788,55;330,7;8;1;0;1;0;1,14;2,21578947368421;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;3,78;1;0;0
"219 Kartoffeln";"9B90B2A6-F58B-4BA1-8B60-482176";"NA Saatkartoffeln";219;5925;31;50,88;1,14;6;338683,9;221397,1;1,41;0;NA;45447,4;3;4,86;120860,55;175949,7;172071,7;22276,6;61363,25;343788,55;31;343788,55;27300,95;0;0;1;0,842;0;5,26315789473684;1;0;"Kartoffeln";22;"Orzens";"Tal";"25.06.2009";"F412EDCE-B24F-47A5-A0EB-869747";250;"l";2009;1,41;120860,55;620;105173,9;8262,6;90203;0;0;0;0;0;5,052;"Minerol";NA;NA;NA;0;"30812 1";45,85;"dt";5,263157895;31;45,85;0;343788,55;330,7;8;1;0;1;0;1,14;4,43157894736842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;3,78;1;0;0
"219 Kartoffeln";"9B90B2A6-F58B-4BA1-8B60-482176";"FZB24 WG Kartoffeln";219;5925;31;50,88;1,14;0,4;338683,9;221397,1;1,41;0;NA;45447,4;3;4,86;120860,55;175949,7;172071,7;22276,6;61363,25;343788,55;31;343788,55;27300,95;0;0;0;0,1;0;0,350877192982456;1;0;"Kartoffeln";22;"Orzens";"Tal";"21.04.2009";"1313C52F-64E6-498C-8061-A34D00";250;"kg";2009;1,41;120860,55;620;105173,9;8262,6;90203;0;0;0;1;0;0,04;"FZB24  WG";"FZB24 WG";NA;NA;0;"30622 2";45,85;"dt";0,350877193;31;45,85;0;343788,55;330,7;8;1;0;1;0;1,14;0,0350877192982456;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;3,78;1;0;0
"219 Kartoffeln";"5A63F2D2-C016-43CC-8FD2-E6FB65";"Glyfos Speisekartoffeln";219;5925;31;50,88;1,1;4;338683,9;221397,1;1,41;0;NA;45447,4;3;4,86;120860,55;175949,7;172071,7;22276,6;61363,25;343788,55;31;343788,55;27300,95;0;0;0;0,36;70;3,63636363636364;0;0;"Kartoffeln";22;"Orzens";"Tal";"28.07.2009";"A5FF2FDC-1CFF-46BA-B781-BD1C0B";450;"l";2009;1,41;120860,55;620;105173,9;8262,6;90203;0;0;1;0;0,0111628470369651;1,44;"Glyfos";"Glyfos";NA;NA;0;"30233 1";45,85;"dt";3,636363636;31;45,85;0;343788,55;330,7;5;1;0;0;0,0420699114229829;1,1;1,30909090909091;NA;14,25;14,25;14,25;14,2;14,2;57;64,13;64,13;64,13;63,9;63,9;70,543;4,5;1;1;0;0;0;0;0;3,78;1;0;0
"221 WinterweizenExt";"178049AA-2F84-4E39-A08D-145294";"NA Winterweizen";221;5530;31;24,05;1,9;3,8;294395,43;231351,35;1,7;0;NA;215201,5;3;31,83;57225,18;16149,85;88408,58;8068,1;15195,75;672996,35;49;709292,91;276075,2;0;0;0;0,5;70;2;0;0;"WinterweizenExt";22;"Pailly";"Tal";"24.04.2009";"8B277673-C505-46E9-8E68-6517EB";78,94736842;"l";2009;1,7;89507,68;640;55836,15;1067,7;538044,1;0;0;1;0;0,0340945557341623;1,9;"Isoproturon flüssig";NA;NA;NA;0,2;"30525 1";24,05;"dt";2;31;24,05;32282,5;709292,91;111,1;1;1;0;0;0,124664211595138;1,9;1;NA;17;17,55;18;18;18;64,6;42,5;43,88;45;45;45;80,75;2,5;0;0;0;0;0;0;1;1,9;1;0;0
"223 Kartoffeln";"18DB6A8B-6CBD-4DDD-9BEA-5C1734";"Monceren 250 FS Kartoffeln";223;5664;31;70,32;1;1,51;558640,7;392665,3;2,29;0;NA;92984,45;3;26,11;229104,75;299680,85;309504,55;29778,9;97949,45;1625339,8;54;1625339,8;883852,57;1;0;0;0,25;0;1,51;1;0;"Kartoffeln";22;"";"Tal";"20.04.2009";"CD62BC3B-2499-4522-88EC-88BA0D";456;"l";2009;2,29;234890,4;750;142328,75;15406,2;1323655,85;0;0;0;1;0,136468850844211;0,3775;"Monceren 250 FS";"Monceren 250 FS";NA;NA;0;"30313 1";63,83;"dt";1,51;31;63,83;5785,65;1625339,8;4379,5;3;1;0;1;0,0323447091129841;1;0,3775;NA;67,4943037160074;58,3;58,3;58,3;58,3;101,916398611171;39,9116374165982;34,4747383598214;35;35;35;39,9116374165982;0,6;1;1;0;0;0;0;0;10,69;1;0;0
"223 Kartoffeln";"9200C5B3-D7EB-4059-9D6B-93F935";"Monceren 250 FS Kartoffeln";223;5664;31;70,32;1,3;1,96;558640,7;392665,3;2,29;0;NA;92984,45;3;26,11;229104,75;299680,85;309504,55;29778,9;97949,45;1625339,8;54;1625339,8;883852,57;1;0;0;0,25;0;1,50769230769231;1;0;"Kartoffeln";22;"";"Tal";"20.04.2009";"DB58B14D-8EEC-440D-B6BF-A0E2D0";456;"l";2009;2,29;234890,4;750;142328,75;15406,2;1323655,85;0;0;0;1;0,136468850844211;0,49;"Monceren 250 FS";"Monceren 250 FS";NA;NA;0;"30313 1";63,83;"dt";1,507692308;31;63,83;5785,65;1625339,8;4379,5;3;1;0;1;0,0323447091129841;1,3;0,376923076923077;NA;67,4943037160074;58,3;58,3;58,3;58,3;132,288835283374;39,9116374165982;34,4747383598214;35;35;35;51,8851286415777;0,6;1;1;0;0;0;0;0;10,69;1;0;0
"223 Kartoffeln";"1194FD1F-2BE5-4BF0-9C0E-CD9638";"Monceren 250 FS Kartoffeln";223;5664;31;70,32;3,24;4,5;558640,7;392665,3;2,29;0;NA;92984,45;3;26,11;229104,75;299680,85;309504,55;29778,9;97949,45;1625339,8;54;1625339,8;883852,57;3;0;0;0,25;0;1,38888888888889;1;0;"Kartoffeln";22;"";"Tal";"14.04.2009";"7EE2BB70-FADE-4107-BE2B-7CA7FF";234;"l";2009;2,29;234890,4;750;142328,75;15406,2;1323655,85;0;0;0;1;0,136468850844211;1,125;"Monceren 250 FS";"Monceren 250 FS";NA;NA;0;"30313 1";63,83;"dt";1,388888889;31;63,83;5785,65;1625339,8;4379,5;5;1;0;1;0,0323447091129841;3,24;0,347222222222222;NA;67,4943037160074;58,3;58,3;58,3;58,3;303,724366722033;39,9116374165982;34,4747383598214;35;35;35;129,313705229778;0,6;1;1;0;0;0;0;0;10,69;1;0;0
"223 Kartoffeln";"BFCCE86D-27DD-44F5-B817-36A6FE";"Monceren 250 FS Kartoffeln";223;5664;31;70,32;3;4,53;558640,7;392665,3;2,29;0;NA;92984,45;3;26,11;229104,75;299680,85;309504,55;29778,9;97949,45;1625339,8;54;1625339,8;883852,57;3;0;0;0,25;0;1,51;1;0;"Kartoffeln";22;"";"Tal";"20.04.2009";"990764ED-9A0C-4934-975E-56965A";235;"l";2009;2,29;234890,4;750;142328,75;15406,2;1323655,85;0;0;0;1;0,136468850844211;1,1325;"Monceren 250 FS";"Monceren 250 FS";NA;NA;0;"30313 1";63,83;"dt";1,51;31;63,83;5785,65;1625339,8;4379,5;5;1;0;1;0,0323447091129841;3;0,3775;NA;67,4943037160074;58,3;58,3;58,3;58,3;305,749195833514;39,9116374165982;34,4747383598214;35;35;35;119,734912249795;0,6;1;1;0;0;0;0;0;10,69;1;0;0
