Massnahme;Produktbezeichnung;Einheit.Produkt;Lohnkosten Fr./AE;Spezial ja/nein;Bemerkungen;;;
Kompost ausbringen;Harnstoff granuliert;kg;90;0;;;;
Kompost ausbringen;Landor 13.13.21;dt;90;0;;;;
Kompost ausbringen;Nitrophos 26% P;dt;90;0;;;;
Kompost ausbringen;Kompost;t;12;1;pro t;;;
Kompost ausbringen;Mistplatz;t;12;1;pro t;;;
Kompost ausbringen;Compost;t;12;1;pro t;;;
Kompost ausbringen;Compost Germanier;t;12;1;pro t;;;
Kompost ausbringen;Fumier composté;t;12;1;pro t;;;
Kompost ausbringen;Fumier stabulation libre bovins à l'engrais;t;12;1;pro t;;;
Kompost ausbringen;Tas de fumier;t;12;1;pro t;;;
Kompost ausbringen;Kompost;m³;6.6;1;pro m3;;;
Kompost ausbringen;Kompost Leureko;m³;6.6;1;pro m3;;;
Kompost ausbringen;Gülle Rinder 1:2 verdünnt;m³;6.6;1;pro m3;;;
Kompost ausbringen;Güllengrube Laufstall;m³;6.6;1;pro m3;;;
Kompost ausbringen;Güllengrube, Beton, gedeckt;m³;6.6;1;pro m3;;;
Kompost ausbringen;Schleppschlauch;mg;6.6;0;keine Infos;;;
Kompost ausbringen;Schweinegülle Zucht 1:1 verdünnt;m³;6.6;1;pro m3;;;
Kompost ausbringen;;;6.6;1;pro m3;;;
Kompost ausbringen;Kompostierter Mist;dt;6.6;1;pro dt;;;
Kompost ausbringen;Kompost;dt;6.6;1;pro dt;;;
Kompostieren;;;;0;keine Infos;;;
Kontrolle Bodenzustand;;;;0;keine Infos;;;
Kontrolle Reifegrad;;;;0;keine Infos;;;
Köpfen;Nüsslisalat, Feldsalat;kg;;0;keine Infos;;;
Krankheitskontrolle;;;;0;keine Infos;;;
Kraut v. Hand mähen;;;100;0;Annahme;;;
Kraut v. Hand mähen;Basta;l;100;0;Annahme;;;
Kulturschutznetz;;;;0;keine Infos;;;
Lehrlingsausbild;;;;0;keine Infos;;;
Lesen;Weintrauben;kg;;0;keine Infos;;;
Lesen;;;;0;keine Infos;;;
Lesen;Heidelbeeren;kg;;0;keine Infos;;;
Lesen;Mostäpfel;kg;;0;keine Infos;;;
Lesen;Tomaten, guter Ertrag (G);kg;;0;keine Infos;;;
Lesen;Birnen, Tafel-;kg;;0;keine Infos;;;
Lesen;Aubergine (G);kg;;0;keine Infos;;;
Lesen;Minikiwi;kg;;0;keine Infos;;;
Lesen;Äpfel, Tafel-;kg;;0;keine Infos;;;
Lesen;Bohnen, Verarbeitungs-;kg;;0;keine Infos;;;
Lesen;Kirschen, Brenn-;kg;;0;keine Infos;;;
Lesen;Kirschen, Tafel-;kg;;0;keine Infos;;;
Lesen;Tomaten, hoher Ertrag (G);kg;;0;keine Infos;;;
Lesen;Trauben, Tafel-;kg;;0;keine Infos;;;
Mähdrusch;Futterkartoffeln;dt;2620;0;Annahme Vollernter;;;
Mähdrusch;Industriekartoffeln;dt;2620;0;Annahme Vollernter;;;
Mähdrusch;Zuckerrüben;dt;970;0;keine Infos;;;
Mähdrusch;Futterrüben;dt;740;0;keine Infos;;;
Mähdrusch;Maissilage (Ballen);dt;660;0;;;;
Mähdrusch;Raps;dt;550;0;95kW;;;
Mähdrusch;Eiweisserbsen (Körner);dt;550;0;;;;
Mähdrusch;Sonnenblumen (Speiseöl);dt;550;0;;;;
Mähdrusch;Erbsen, Verarbeitungs-;kg;550;0;;;;
Mähdrusch;Sojabohnen;dt;550;0;;;;
Mähdrusch;Leguminosensamen;kg;550;0;;;;
Mähdrusch;Sonnenblumen g. Pfl. (siliert);dt;550;0;;;;
Mähdrusch;Erbsenstroh;dt;550;0;;;;
Mähdrusch;Sonnenblumen g. Pfl. (frisch);dt;550;0;;;;
Mähdrusch;Erbsen;kg;550;0;;;;
Mähdrusch;Sonnenblumen (NWR);dt;550;0;;;;
Mähdrusch;Körnermais;dt;510;0;;;;
Mähdrusch;Maissilage;dt;510;0;;;;
Mähdrusch;Feuchtkörnermais (frisch);dt;510;0;;;;
Mähdrusch;Lieschkolbenschrot (frisch);dt;510;0;;;;
Mähdrusch;Mais g. Pflanze (frisch);dt;510;0;;;;
Mähdrusch;Lieschkolbenschrotsilage;dt;510;0;;;;
Mähdrusch;Mais g. Pflanze (getrocknet);dt;510;0;;;;
Mähdrusch;CCM -Silage;dt;510;0;;;;
Mähdrusch;CCM (frisch);dt;510;0;;;;
Mähdrusch;Feuchtkörnermais;;510;0;;;;
Mähdrusch;Saatmais;;510;0;;;;
Mähdrusch;Gerste;dt;440;0;95kW;;;
Mähdrusch;Weizen;dt;440;0;95kW;;;
Mähdrusch;Weizen Top;dt;440;0;95kW;;;
Mähdrusch;Winterweizen;dt;440;0;95kW;;;
Mähdrusch;Weizen I;dt;440;0;95kW;;;
Mähdrusch;Triticale;dt;440;0;;;;
Mähdrusch;Weizen II;dt;440;0;;;;
Mähdrusch;Dinkel A;dt;440;0;;;;
Mähdrusch;Weizenstroh;dt;440;0;;;;
Mähdrusch;;;440;0;Annahme Getreide;;;
Mähdrusch;Gerstenstroh;dt;440;0;;;;
Mähdrusch;Weizen III;dt;440;0;;;;
Mähdrusch;Sommergerste;dt;440;0;;;;
Mähdrusch;Roggen;dt;440;0;;;;
Mähdrusch;Hafer;dt;440;0;;;;
Mähdrusch;Dinkelstroh;dt;440;0;;;;
Mähdrusch;Rapsstroh (WR);dt;440;0;;;;
Mähdrusch;Sommerhafer;dt;440;0;;;;
Mähdrusch;Triticalestroh;dt;440;0;;;;
Mähdrusch;Grassamen;kg;440;0;;;;
Mähdrusch;CCM-Würfel (künstlich getrocknet;dt;440;0;;;;
Mähdrusch;Sommerweizen;dt;440;0;;;;
Mähdrusch;Weizen Biscuits;dt;440;0;;;;
Mähdrusch;Ackerbohnen (Körner);dt;440;0;;;;
Mähdrusch;Emd;dt;440;0;;;;
Mähdrusch;Haferstroh;dt;440;0;;;;
Mähdrusch;Sommerweizenstroh;dt;440;0;;;;
Mähdrusch;Bohnen, Verarbeitungs-;kg;440;0;keine Infos;;;
Mähdrusch;Dürrfutter (gepresst);dt;440;0;;;;
Mähdrusch;Feuchtkörnermaissilage;dt;440;0;;;;
Mähdrusch;Sommergerstenstroh;dt;440;0;;;;
Mähdrusch;Dinkel B (Dinkel x Weizen);dt;440;0;;;;
Mähdrusch;Grassilage (Ballen);dt;440;0;;;;
Mähdrusch;Dürrfutter (lose);dt;440;0;;;;
Mähdrusch;Grüngerste (frisch);dt;440;0;keine Infos;;;
Mähdrusch;Grüngerste (siliert);dt;440;0;;;;
Mähdrusch;Grüntriticale (frisch);dt;440;0;;;;
Mähdrusch;Heu;dt;440;0;;;;
Mähdrusch;Roggenstroh;dt;440;0;;;;
Mähdrusch;Dinkel (Winterkorn);;440;0;;;;
Mähdrusch;Futterweizen;;440;0;;;;
Mähdrusch;Sommergerste;;440;0;;;;
Mähdrusch;Sommerhafer;;440;0;;;;
Mähdrusch;Sommerweizen;;440;0;;;;
Mähdrusch;Wintergerste;;440;0;;;;
Mähdrusch;Wintertriticale;;440;0;;;;
Mähdrusch;Winterweizen;;440;0;;;;
Mähdrusch;Süsslupinen (Samen);dt;;0;keine Infos;;;
Mähdrusch;Weintrauben;kg;;0;keine Infos;;;
Mähdrusch;Erdbeeren;kg;;0;keine Infos;;;
Mähdrusch;Zwetschgen, Tafel-;kg;;0;keine Infos;;;
Mähen (Balkenmähwerk);;;150;0;;;;
Mähen (Balkenmähwerk);Grassilage (Ballen);dt;150;0;;;;
Mähen (Balkenmähwerk);Heu;dt;150;0;;;;
Mähen (Balkenmähwerk);Emd;dt;150;0;;;;
Mähen (Balkenmähwerk);Dürrfutter (lose);dt;150;0;;;;
Mähen (Balkenmähwerk);Grassilage;dt;150;0;;;;
Mähen (Balkenmähwerk);Dürrfutter (gepresst);dt;150;0;;;;
Mähen (Balkenmähwerk);Grünfutter (geschnitten);dt;150;0;;;;
Mähen (Balkenmähwerk);Streue;dt;150;0;;;;
Mähen (Balkenmähwerk);Trockengras;dt;150;0;;;;
Mähen (Balkenmähwerk);Grünfutter (geweidet);dt;150;0;;;;
Mähen (Balkenmähwerk);Chinaschilf;dt;150;0;;;;
Mähen (Balkenmähwerk);Gerste;dt;150;0;;;;
Mähen (Balkenmähwerk);Mais g. Pflanze (getrocknet);dt;150;0;;;;
Mähen (Balkenmähwerk);Frühjahrsschnitt;dt;150;0;;;;
Mähen (Balkenmähwerk);Grünhafer (siliert);dt;150;0;;;;
Mähen (Balkenmähwerk);Maissilage;dt;150;0;;;;
Mähen (Balkenmähwerk);Sommergerste;dt;150;0;;;;
Mähen (Balkenmähwerk);Zwischenfutter;dt;150;0;;;;
Mähen (Rotationsmähwerk mit Mähaufbereiter);;;130;0;;;;
Mähen (Rotationsmähwerk mit Mähaufbereiter);Grassilage (Ballen);dt;130;0;;;;
Mähen (Rotationsmähwerk mit Mähaufbereiter);Emd;dt;130;0;;;;
Mähen (Rotationsmähwerk mit Mähaufbereiter);Grassilage;dt;130;0;;;;
Mähen (Rotationsmähwerk mit Mähaufbereiter);Heu;dt;130;0;;;;
Mähen (Rotationsmähwerk mit Mähaufbereiter);Grünfutter (geschnitten);dt;130;0;;;;
Mähen (Rotationsmähwerk mit Mähaufbereiter);Dürrfutter (gepresst);dt;130;0;;;;
Mähen (Rotationsmähwerk mit Mähaufbereiter);Dürrfutter (lose);dt;130;0;;;;
Mähen (Rotationsmähwerk mit Mähaufbereiter);Trockengras;dt;130;0;;;;
Mähen (Rotationsmähwerk mit Mähaufbereiter);Grünfutter (geweidet);dt;130;0;;;;
Mähen (Rotationsmähwerk mit Mähaufbereiter);Maissilage (Ballen);dt;130;0;;;;
Mähen (Rotationsmähwerk);Grassilage (Ballen);dt;110;0;;;;
Mähen (Rotationsmähwerk);;;110;0;;;;
Mähen (Rotationsmähwerk);Heu;dt;110;0;;;;
Mähen (Rotationsmähwerk);Grassilage;dt;110;0;;;;
Mähen (Rotationsmähwerk);Emd;dt;110;0;;;;
Mähen (Rotationsmähwerk);Dürrfutter (gepresst);dt;110;0;;;;
Mähen (Rotationsmähwerk);Dürrfutter (lose);dt;110;0;;;;
Mähen (Rotationsmähwerk);Grünfutter (geschnitten);dt;110;0;;;;
Mähen (Rotationsmähwerk);Frühjahrsschnitt;dt;110;0;;;;
Mähen (Rotationsmähwerk);Streue;dt;110;0;;;;
Mähen (Rotationsmähwerk);Zwischenfutter;dt;110;0;;;;
Mähen m. Motormäher;;;230;0;;;;
Mähen m. Motorsense;;;230;0;;;;
Mais grün geerntet (Häcksler);Mais g. Pflanze (frisch);dt;660;0;Silomaishäcksler;;;
Mais grün geerntet (Häcksler);;;660;0;;;;
Mais grün geerntet (Häcksler);CCM-Würfel (künstlich getrocknet;dt;660;0;;;;
Mais grün geerntet (Häcksler);CCM (frisch);dt;660;0;;;;
Mais grün geerntet (Häcksler);Mais g. Pflanze (getrocknet);dt;660;0;;;;
Mais grün geerntet (Häcksler);Silomais;;660;0;;;;
Maiszünslerbekämpfung;;;60;0;Annahme;;;
Maiszünslerbekämpfung;Trichobox (Trichogramma brassicae) ;1000 Stk.;60;0;;;;
Maiszünslerbekämpfung;Trichogramma als TrichoKarte;Pkte;60;0;;;;
Maiszünslerbekämpfung;Trichocap  plus;Stk.;60;0;;;;
Maiszünslerbekämpfung;Trichocap Plus;1000 Stk.;60;0;;;;
Maiszünslerbekämpfung;Trichogramma: TrichoKarte;100 Stk.;60;0;;;;
Maiszünslerbekämpfung;Trichocap;Pkte;60;0;;;;
Maiszünslerbekämpfung;Trichogramma als TrichoKarte( 1/ha);Karte;60;0;;;;
Manuelle Krankheitsbekämpfung;;;60;0;Annahme;;;
Manuelle Schädlingsbekämpfung;;;40;0;;;;
Manuelle Schädlingsbekämpfung;Schneckenkörner ;kg;40;0;;;;
Manuelle Schädlingsbekämpfung;Schneckenkörner PS;kg;40;0;;;;
Manuelle Schädlingsbekämpfung;Schneckenkörner Steiner;kg;40;0;;;;
Maulwurf-Bekämpfung;;;;0;keine Infos;;;
Mäuse vergasen;;;;0;keine Infos;;;
Mäuse vergasen;Polytanol;kg;;0;keine Infos;;;
Mausfallen stellen;;;;0;keine Infos;;;
Mech. Queckenbekämpfung;;;60;0;;;;
Mech. Queckenbekämpfung;Biscaya;l;60;0;;;;
Mech. Queckenbekämpfung;Dimethoat S;l;60;0;;;;
Mineralische Düngung;Ammonsalpeter 24 % N 5% Mg 7% S;dt;90;0;Schleuderstreuer 500-1000L;;;
Mineralische Düngung;Ammonsalpeter 27 % + 2.5 %  Mg;dt;90;0;Schleuderstreuer 500-1000L;;;
Mineralische Düngung;Mg-Ammonsalpeter 23% + 7 S;dt;90;0;Schleuderstreuer 500-1000L;;;
Mineralische Düngung;Ammonsalpeter 27.5 %;dt;90;0;;;;
Mineralische Düngung;Nitrate ammoniaque 27 % N + 2.5 % Mg;dt;90;0;;;;
Mineralische Düngung;Nitrate d'ammoniaque 27.5 %;dt;90;0;;;;
Mineralische Düngung;Mg-Ammonsalpeter 24 % + 5%  Mg + S;dt;90;0;;;;
Mineralische Düngung;Harnstoff (grob-) granuliert;dt;90;0;;;;
Mineralische Düngung;Harnstoff gekörnt;dt;90;0;;;;
Mineralische Düngung;Harnstoff prilliert;dt;90;0;;;;
Mineralische Düngung;Mg-Ammonsalpeter 25% + S;dt;90;0;;;;
Mineralische Düngung;Nitroplus 20.5.8 + Mg/S/Na;dt;90;0;;;;
Mineralische Düngung;Wuxal Suspension Mg;l;90;0;;;;
Mineralische Düngung;Lonza-Ammonsalpeter 27.5%;dt;90;0;;;;
Mineralische Düngung;Harnstoff grob;dt;90;0;;;;
Mineralische Düngung;Suplesan;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 27 % + 2.5 % Mg + 9 % Ca;dt;90;0;;;;
Mineralische Düngung;Bor-Ammonsalpeter 27.5%;dt;90;0;;;;
Mineralische Düngung;Ammonsulfat gran. 21 % N + S;dt;90;0;;;;
Mineralische Düngung;Bor-Ammonsalpeter 26 % + S;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter mit Kalk;dt;90;0;;;;
Mineralische Düngung;Lonza-MgS-Ammonsalpeter 25;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 27% + 2.5 % Mg + 4.5 % Ca;dt;90;0;;;;
Mineralische Düngung;Sulfonitrate 26 % N + B + S;dt;90;0;;;;
Mineralische Düngung;Microplant;l;90;0;;;;
Mineralische Düngung;Kalisalz 60 % Granulat;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 23 % + 13 % Ca;dt;90;0;;;;
Mineralische Düngung;Vernal Plus;dt;90;0;;;;
Mineralische Düngung;Agro-Düngkalk;dt;90;0;;;;
Mineralische Düngung;Calshine;l;90;0;;;;
Mineralische Düngung;Ammonsalpeter + Mg;dt;90;0;;;;
Mineralische Düngung;Güllenbehälter, Beton, gedeckt;m³;90;0;;;;
Mineralische Düngung;Bittersalz microtop;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 27 % ohne Mg;dt;90;0;;;;
Mineralische Düngung;Sulfamid 30 % N + 3 % Mg + S;dt;90;0;;;;
Mineralische Düngung;Nitrate d'ammoniaque 25% + Mg + S;dt;90;0;;;;
Mineralische Düngung;Kalk-Ammonsalpeter + Mg;dt;90;0;;;;
Mineralische Düngung;Kali 60 %;dt;90;0;;;;
Mineralische Düngung;Granor 0.15.30;dt;90;0;;;;
Mineralische Düngung;DAP 18 % N + 46 % P;dt;90;0;;;;
Mineralische Düngung;Landor 0.20.30;dt;90;0;;;;
Mineralische Düngung;Urée granulée 46 % N;dt;90;0;;;;
Mineralische Düngung;Triple Superphosphat;dt;90;0;;;;
Mineralische Düngung;Güllengrube, Beton, gedeckt;m³;90;0;;;;
Mineralische Düngung;Bortrac;l;90;0;;;;
Mineralische Düngung;Epso Microtop;dt;90;0;;;;
Mineralische Düngung;Nitrate magnésien 24 % N + 5 % Mg + S;dt;90;0;;;;
Mineralische Düngung;Wuxal Suspension Ca;l;90;0;;;;
Mineralische Düngung;Patent-Kali 30 % + Mg;dt;90;0;;;;
Mineralische Düngung;Triple - Super;dt;90;0;;;;
Mineralische Düngung;Goemar Start;l;90;0;;;;
Mineralische Düngung;01 Nitrate ammoniaque 27 % N + 2.5 % Mg;dt;90;0;;;;
Mineralische Düngung;Harnstoff (grob-) gekörnt;dt;90;0;;;;
Mineralische Düngung;Landor 20.10.10;dt;90;0;;;;
Mineralische Düngung;Granuphos;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter;dt;90;0;;;;
Mineralische Düngung;Landor 15.15.15;dt;90;0;;;;
Mineralische Düngung;Potasse granulée 60 %;dt;90;0;;;;
Mineralische Düngung;01Ammonsalpeter 27.5 %;dt;90;0;;;;
Mineralische Düngung;2 x 15 plus;dt;90;0;;;;
Mineralische Düngung;Patastar Plus;l;90;0;;;;
Mineralische Düngung;Harnstoff granuliert;dt;90;0;;;;
Mineralische Düngung;Protec Basic;l;90;0;;;;
Mineralische Düngung;Maneltra Bor Plus;l;90;0;;;;
Mineralische Düngung;Entec perfekt;dt;90;0;;;;
Mineralische Düngung;Nitroplus 20.5.8 + Mg/Na/S;dt;90;0;;;;
Mineralische Düngung;Sulfonitrate 26 %;dt;90;0;;;;
Mineralische Düngung;Dolomit Magnesiumkalk gran.;dt;90;0;;;;
Mineralische Düngung;Kalkstickstoff gemahlen;dt;90;0;;;;
Mineralische Düngung;Kieserit granulée;dt;90;0;;;;
Mineralische Düngung;Harnstoff granuliert;kg;90;0;;;;
Mineralische Düngung;Landor P 26% + 4.4% Mg;dt;90;0;;;;
Mineralische Düngung;Solubor DF wasserlöslich;kg;90;0;;;;
Mineralische Düngung;Mg-Ammonsulfat;dt;90;0;;;;
Mineralische Düngung;Landor 13.13.21;dt;90;0;;;;
Mineralische Düngung;Eigenes Produkt...Tmce;dt;90;0;;;;
Mineralische Düngung;Triphoska;dt;90;0;;;;
Mineralische Düngung;Wuxal;l;90;0;;;;
Mineralische Düngung;Azolon fluid;l;90;0;;;;
Mineralische Düngung;Harnstoff  (fein-) geprillt;dt;90;0;;;;
Mineralische Düngung;Bor-Ammonsalpeter 26%+ B+S;dt;90;0;;;;
Mineralische Düngung;Bittersalz / Mg-Sulfat Epso Top;dt;90;0;;;;
Mineralische Düngung;NPK 15.15.15;dt;90;0;;;;
Mineralische Düngung;;;90;0;;;;
Mineralische Düngung;Nitrophos 26.7.0 + 2 % Mg;dt;90;0;;;;
Mineralische Düngung;Patador 50% chlorfrei;dt;90;0;;;;
Mineralische Düngung;P mit Kalk 26;dt;90;0;;;;
Mineralische Düngung;Ceral;dt;90;0;;;;
Mineralische Düngung;01 Ammonsalpeter 27.5 %;dt;90;0;;;;
Mineralische Düngung;Aminocal;l;90;0;;;;
Mineralische Düngung;Granumag;dt;90;0;;;;
Mineralische Düngung;Wuxal Suspension Mn;l;90;0;;;;
Mineralische Düngung;Calcifert 6.10.30 (Ideal IP);dt;90;0;;;;
Mineralische Düngung;Pe-Ka 0.21.21 + 3 % Mg;dt;90;0;;;;
Mineralische Düngung;Foskal calcique;dt;90;0;;;;
Mineralische Düngung;16.05.2008;dt;90;0;;;;
Mineralische Düngung;Perlka Kalkstickstoff;dt;90;0;;;;
Mineralische Düngung;PRP;dt;90;0;;;;
Mineralische Düngung;Wuxal Profi;l;90;0;;;;
Mineralische Düngung;Diammonphosphat;dt;90;0;;;;
Mineralische Düngung;Kieserit Granulat;dt;90;0;;;;
Mineralische Düngung;Fertimix;dt;90;0;;;;
Mineralische Düngung;Lonza-sol N liquide;dt;90;0;;;;
Mineralische Düngung;Sulfamo 26;dt;90;0;;;;
Mineralische Düngung;Landor;dt;90;0;;;;
Mineralische Düngung;Magnesium Branntkalk;dt;90;0;;;;
Mineralische Düngung;NPK 5.9.30 Kartoffeldünger;dt;90;0;;;;
Mineralische Düngung;SABB;dt;90;0;;;;
Mineralische Düngung;Bor-Ammonsalpeter + S;dt;90;0;;;;
Mineralische Düngung;Landor Spezial chlorfrei;dt;90;0;;;;
Mineralische Düngung;Sulfate ammoniaque gran. 21 % N + S;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 27 % + 2.5 % Mg + 4.5 % Ca;dt;90;0;;;;
Mineralische Düngung;Weisskorn;dt;90;0;;;;
Mineralische Düngung;Lonza-MgS 25 Ammonsalpeter ;dt;90;0;;;;
Mineralische Düngung;Bor-Ammon + Schwefel  26%+ B+S;dt;90;0;;;;
Mineralische Düngung;Goemar  Star;l;90;0;;;;
Mineralische Düngung;Ammonsalpeter 25% Mg + S;dt;90;0;;;;
Mineralische Düngung;Düngkalk 80/10 gran. (Kohlensaurer Kalk);dt;90;0;;;;
Mineralische Düngung;Kalkstickstoff gekörnt (Perlka);dt;90;0;;;;
Mineralische Düngung;Kristalon Rot;dt;90;0;;;;
Mineralische Düngung;PRP Boden;dt;90;0;;;;
Mineralische Düngung;Wuxal Boron;l;90;0;;;;
Mineralische Düngung;Ammonsalpeter 1/27.5 %;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 27.5 %;kg;90;0;;;;
Mineralische Düngung;Carodor (Rüben);dt;90;0;;;;
Mineralische Düngung;Lonza-Bor-Ammonsalpeter;dt;90;0;;;;
Mineralische Düngung;Landor 0.13.25 mit Kalk;dt;90;0;;;;
Mineralische Düngung;Nitrate d'ammoniaque 27 %;dt;90;0;;;;
Mineralische Düngung;Kartoffeldünger 1/3 chlorfrei;dt;90;0;;;;
Mineralische Düngung;PK-MG-Kalk 0.13.25 + 2Mg;dt;90;0;;;;
Mineralische Düngung;02 Sulfonitrate 26 % N + B + S;dt;90;0;;;;
Mineralische Düngung;Bor 150 flüssig;l;90;0;;;;
Mineralische Düngung;Sulfammo;dt;90;0;;;;
Mineralische Düngung;Supertriple;dt;90;0;;;;
Mineralische Düngung;Entec 26;dt;90;0;;;;
Mineralische Düngung;Novaphos 18 % + 4.2 % Mg;dt;90;0;;;;
Mineralische Düngung;Nitrophos-Rapide;dt;90;0;;;;
Mineralische Düngung;Rübendünger;dt;90;0;;;;
Mineralische Düngung;Fertimix 0.9.22.5;dt;90;0;;;;
Mineralische Düngung;Konverterkalk gekörnt;dt;90;0;;;;
Mineralische Düngung;Magran;dt;90;0;;;;
Mineralische Düngung;Fosse à purin fermée;m³;90;0;;;;
Mineralische Düngung;Thomaskali 0.11.20 + 1.8% Mg (calcium agro);dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 27% + Mg;dt;90;0;;;;
Mineralische Düngung;Geldor;dt;90;0;;;;
Mineralische Düngung;Harnstoff prilliert 46;dt;90;0;;;;
Mineralische Düngung;No-Till;dt;90;0;;;;
Mineralische Düngung;Nh4 27 % Mg;dt;90;0;;;;
Mineralische Düngung;Nutristar;dt;90;0;;;;
Mineralische Düngung;Oxyfertil;dt;90;0;;;;
Mineralische Düngung;Fertical NP;dt;90;0;;;;
Mineralische Düngung;Terbona  chlorfrei;dt;90;0;;;;
Mineralische Düngung;Bor-Ammon + Schwefel  26%+ 0.2 B+ 14 S;dt;90;0;;;;
Mineralische Düngung;Landor 0.21.21 + 3 % Mg;dt;90;0;;;;
Mineralische Düngung;Landor P26;dt;90;0;;;;
Mineralische Düngung;lithammon;dt;90;0;;;;
Mineralische Düngung;Suplésan;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 24% + 5 %  Mg + 7% S;dt;90;0;;;;
Mineralische Düngung;Condit B;dt;90;0;;;;
Mineralische Düngung;Foskal mit Kalk;dt;90;0;;;;
Mineralische Düngung;Landor 20.10.0 + Mg + S;dt;90;0;;;;
Mineralische Düngung;Stopit;l;90;0;;;;
Mineralische Düngung;02Harnstoff (grob-) granuliert;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 27 % + 2.5 % Mg;dt;90;0;;;;
Mineralische Düngung;Goemar Multi;l;90;0;;;;
Mineralische Düngung;NPK 13.13.21;dt;90;0;;;;
Mineralische Düngung;PK Kalk 0.13.25;dt;90;0;;;;
Mineralische Düngung;Mg-Ammonsalpeter + S;dt;90;0;;;;
Mineralische Düngung;Mg-Ammonsalpeter 25 % + 5%  Mg + S;dt;90;0;;;;
Mineralische Düngung;NP-Dünger;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 25 % + 5 %  Mg;dt;90;0;;;;
Mineralische Düngung;Goemar Star;l;90;0;;;;
Mineralische Düngung;Plüssfert Campo;dt;90;0;;;;
Mineralische Düngung;Ricokalk (Lieferung Hof);dt;90;0;;;;
Mineralische Düngung;Mg-Ammonsulfat Plus;dt;90;0;;;;
Mineralische Düngung;Patentkali 30% (chlorfrei);dt;90;0;;;;
Mineralische Düngung;Carodor;dt;90;0;;;;
Mineralische Düngung;Kali 60 % Granulat;dt;90;0;;;;
Mineralische Düngung;Meeralgenkalk;dt;90;0;;;;
Mineralische Düngung;Sequestrene Rapid;kg;90;0;;;;
Mineralische Düngung;Calcifert 20.8.8;dt;90;0;;;;
Mineralische Düngung;Nitrate d'ammoniaque 27% + Mg + S;dt;90;0;;;;
Mineralische Düngung;03 Mg-Ammonsalpeter 25% + S;dt;90;0;;;;
Mineralische Düngung;05.10.1930;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter MGS 25%;dt;90;0;;;;
Mineralische Düngung;Condit A;dt;90;0;;;;
Mineralische Düngung;Harnstoff geprillt;dt;90;0;;;;
Mineralische Düngung;Landor Spezial 6.8.24.2.0,1;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter N 25, 5 Mg, 8.5 S;dt;90;0;;;;
Mineralische Düngung;Vollgülle gem. Rind/Schweinemast 1:1, verdünnt 1:1;m³;90;0;;;;
Mineralische Düngung;Bittersalz microtop 1;dt;90;0;;;;
Mineralische Düngung;Nitrate d'ammoniaque bore 27.5 %;dt;90;0;;;;
Mineralische Düngung;Brinamon flüssig;kg;90;0;;;;
Mineralische Düngung;Güllengrube;m³;90;0;;;;
Mineralische Düngung;Kalk;dt;90;0;;;;
Mineralische Düngung;Landor spezial;kg;90;0;;;;
Mineralische Düngung;NP 28.28.;dt;90;0;;;;
Mineralische Düngung;Terbona  chlorfrei (Gemüse);dt;90;0;;;;
Mineralische Düngung;Ammon/Bor 26N. 0.2B. 14S.;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 25 + Mg;kg;90;0;;;;
Mineralische Düngung;Hasolit combi granulée;dt;90;0;;;;
Mineralische Düngung;Patentkali plus 40% (chlorfrei);dt;90;0;;;;
Mineralische Düngung;Sulfammo 18.5;dt;90;0;;;;
Mineralische Düngung;Calci tonic 40 10 18 BB;dt;90;0;;;;
Mineralische Düngung;Condit;dt;90;0;;;;
Mineralische Düngung;Entec;dt;90;0;;;;
Mineralische Düngung;Nitrate de chaux 15.5 % ;dt;90;0;;;;
Mineralische Düngung;Ammonsalpeter 27 % + 2 5 %  Mg;dt;90;0;;;;
Mineralische Düngung;Güllensilo, Beton, mit Abdeckung;m³;90;0;;;;
Mineralische Düngung;Blaukorn 100 % chlorfrei;dt;90;0;;;;
Mineralische Düngung;Exact 20-8-8;dt;90;0;;;;
Mineralische Düngung;Pescador;l;90;0;;;;
Mineralische Düngung;Potasse de magnésie;dt;90;0;;;;
Mineralische Düngung;Chaux granulée 80/10;dt;90;0;;;;
Mineralische Düngung;Kalinitrat Streuqualität chlorfrei;dt;90;0;;;;
Mineralische Düngung;Mantrac 500 flüssig;l;90;0;;;;
Mineralische Düngung;Polyvalent (Mais);dt;90;0;;;;
Mineralische Düngung;Urée perlée;dt;90;0;;;;
Mineralische Düngung;Colzador;dt;90;0;;;;
Mineralische Düngung;Engrais Fritz;dt;90;0;;;;
Mineralische Düngung;Hasolit Kombi granuliert (Meeralgenkalk);dt;90;0;;;;
