Massnahme;Produktbezeichnung;Einheit.Produkt;Lohnkosten Fr./AE;Spezial ja/nein;Bemerkungen;;;
Bandspritzung;Devrinol-Plus;l;94;0;;;;
Bandspritzung;Dual Gold;l;94;0;;;;
Bandspritzung;Mikado;l;94;0;;;;
Bandspritzung;Toxer total;l;94;0;;;;
Bandspritzung;Aspect;l;94;0;;;;
Bandspritzung;Equip;l;94;0;;;;
Bandspritzung;Foxtril P;l;94;0;;;;
Bandspritzung;Fusilade Max;l;94;0;;;;
Bäume schneiden;;;;0;keine Infos;;;
Bäume schneiden;Aallgemeiner Arbeiten;l;;0;keine Infos;;;
Bäume schneiden;Baumschere;l;;0;keine Infos;;;
Baumpflege;;;60;1;pro Stunde;;;
Baumpflege;Rondo;kg;60;1;pro Stunde;;;
Baumpflege;Kupfer 50 LG;kg;60;1;pro Stunde;;;
Baumpflege;Kupfer 50 S;kg;60;1;pro Stunde;;;
Baumpflege;Oleo-Diazinon;l;60;1;pro Stunde;;;
Baumpflege;Systhane C-WG;kg;60;1;pro Stunde;;;
Baumpflege;Alaxon 50;l;60;1;pro Stunde;;;
Baumpflege;Dithianon 75 WP;kg;60;1;pro Stunde;;;
Baumpflege;Rondo DG;kg;60;1;pro Stunde;;;
Baumpflege;Veralin CD;l;60;1;pro Stunde;;;
Baumpflege;Delan WG;kg;60;1;pro Stunde;;;
Baumpflege;Insegar;kg;60;1;pro Stunde;;;
Baumpflege;Aallgemeiner Arbeiten;l;60;1;pro Stunde;;;
Baumpflege;Alto 100 SL;l;60;1;pro Stunde;;;
Baumpflege;Dimethoat S;l;60;1;pro Stunde;;;
Baumpflege;Netzschwefel;kg;60;1;pro Stunde;;;
Baumpflege;Rovral;kg;60;1;pro Stunde;;;
Baumpflege;Slick;l;60;1;pro Stunde;;;
Baumpflege;Steward;kg;60;1;pro Stunde;;;
Baumpflege;Zolone;l;60;1;pro Stunde;;;
Befallene Pflanzen entfernen;;;100;0;;;;
Begasen;;;40;0;keine Infos;;;
Begasen;Plüvel;l;40;0;;;;
Begasen;Asulam;l;40;0;;;;
Begasen;Polytanol;kg;40;0;;;;
Beizen;Modesto;ml;;0;keine Infos;;;
Beizen;TMTD 98% Satec;g;;0;keine Infos;;;
Beizen;Monceren 250 FS;l;;0;keine Infos;;;
Beizen;FZB24  flüssig;l;;0;keine Infos;;;
Beizen;Coral extra;l;;0;keine Infos;;;
Beizen;FZB245 WG;kg;;0;keine Infos;;;
Beizen;Celest Trio;l;;0;keine Infos;;;
Beizen;Mesurol flüssig;l;;0;keine Infos;;;
Beizen;Monceren Pro;l;;0;keine Infos;;;
Beizen;Mesurol G;kg;;0;keine Infos;;;
Beizen;Blocker;l;;0;keine Infos;;;
Beizen;Break-Thru;l;;0;keine Infos;;;
Beizen;CCC Extra;l;;0;keine Infos;;;
Beizen;Othello;l;;0;keine Infos;;;
Beizen;Asulam LG;l;;0;keine Infos;;;
Beizen;Chinook;l;;0;keine Infos;;;
Beizen;FZB 24 flüssig;l;;0;keine Infos;;;
Beizen;Infinito;l;;0;keine Infos;;;
Beizen;Jockey;l;;0;keine Infos;;;
Beizen;Marshal 25 EC;l;;0;keine Infos;;;
Beizen;MCPB Omya;l;;0;keine Infos;;;
Beizen;Tecto 500;l;;0;keine Infos;;;
Beizen;Thiram 80;kg;;0;keine Infos;;;
Beizen;Tournesol;l;;0;keine Infos;;;
Bekämpf. Ausfallgetreide;Glyfos;l;94;0;;;;
Bekämpf. Ausfallgetreide;Touchdown;l;94;0;;;;
Bekämpf. Ausfallgetreide;Touchdown System 4;l;94;0;;;;
Bekämpf. Ausfallraps;Banvel 4 S;l;94;0;;;;
Bekämpf. Ausfallraps;Touchdown System 4;l;94;0;;;;
Beobachtung;;;;0;keine Infos;;;
Beregnen;;;1.8;1;pro m3;;;
Beregnen;Grundwasser;m³;1.8;1;pro m3;;;
Beregnen;Mapro;l;0.0018;1;pro l;;;
Bewässern;Seewasser;m³;1.8;1;pro m3;;;
Bewässern;Grundwasser;m³;1.8;1;pro m3;;;
Bewässern;;;1.8;1;pro m3;;;
Bewässern;Acrobat MZ WG;kg;0.0018;1;pro kg;;;
Bewässern;Captan  80 WDG;kg;0.0018;1;pro kg;;;
Bewässern;Flint;kg;0.0018;1;pro kg;;;
Bewässern;Forum;l;0.0018;1;pro l;;;
Bio-Dyn. Präparate ausbringen;;;40;0;;;;
Bio-Dyn. Präparate ausbringen;Isomate-C Plus;Stk.;;0;keine Infos;;;
Bio-Dyn. Präparate ausbringen;Karate;l;;0;keine Infos;;;
Blacken stechen;;;40;0;;;;
Blacken stechen;Ally Tabs;Tb;;0;;;;
Blacken stechen;Asulox;l;;0;keine Infos;;;
Blacken stechen;Plenum WG;kg;;0;keine Infos;;;
Bodenproben P/K;;;;0;keine Infos;;;
Bodenseparierung;;;720;0;Kartoffelseparator;;;
Bürsten;;;;0;keine Infos;;;
Büsche schneiden;;;;0;keine Infos;;;
Büsche schneiden;Starane Super;l;;0;keine Infos;;;
Büsche schneiden;Baumschere;l;;0;keine Infos;;;
Büsche schneiden;Glyfos;l;;0;keine Infos;;;
Büsche schneiden;Plüvel;l;;0;keine Infos;;;
Büsche schneiden;Tribel 480 EC;l;;0;keine Infos;;;
Dämpfen;Monceren 250 FS;l;94;0;Annahme Spritzen;;;
Dämpfen;Glyfos;l;94;0;Annahme Spritzen;;;
Dämpfen;Divopan;l;94;0;Annahme Spritzen;;;
Dämpfen;Husar duo;l;94;0;Annahme Spritzen;;;
Dauerweide;Emd;dt;150;0;Annahme Balkenmähwerk;;;
Dauerweide;Maissilage;dt;150;0;;;;
Dauerweide;Heu;dt;64;0;keine Infos;;;
Dauerweide;Grünfutter (geweidet);dt;1.65;1;pro dt, Annahme Ballen;;;
Dauerweide;;;1.65;1;pro dt, Annahme Ballen;;;
Dauerweide;Grassilage (Ballen);dt;1.65;1;pro dt;;;
Dauerweide;Dürrfutter (gepresst);dt;1.65;1;pro dt;;;
Dauerweide;Grassilage;dt;1.65;1;pro dt, Annahme Ballen;;;
Dauerweide;Grünfutter (geschnitten);dt;;0;keine Infos;;;
Dauerweide;Dürrfutter (lose);dt;;0;keine Infos;;;
Direktsaat;Zuckerrübensaatgu, monogerm pilliert, mit Gaucho;Dose;180;0;;;;
Direktsaat;Betterave sucrière, semence monogerme enrobée, avec Gaucho Robinson;Dose;180;0;;;;
Direktsaat;Betterave sucrière, semence monogerme enrobée, avec Gaucho;Dose;180;0;;;;
Direktsaat;Betterave sucrière, semence monogerme enrobée, sans Gaucho;Dose;180;0;;;;
Direktsaat;Zuckerrübensaatgut, monogerm pilliert, ohne Gaucho;Dose;180;0;;;;
Direktsaat;Betterave, semences bio;kg;180;0;;;;
Direktsaat;Colza, semences traitées;Dose;150;0;;;;
Direktsaat;Winterraps, Saatgut gebeizt;Dose;150;0;;;;
Direktsaat;Eigenes Produkt...;Stk.;150;0;;;;
Direktsaat;Maïs plante entière, semences delitop;Dose;150;0;;;;
Direktsaat;Semence de grains de maïs;Dose;150;0;;;;
Direktsaat;Delitop;Dose;150;0;;;;
Direktsaat;Blé d'automne, semences traitées;dt;150;0;;;;
Direktsaat;;;150;0;;;;
Direktsaat;Winterweizen, Saatgut gebeizt;dt;150;0;;;;
Direktsaat;Wintertriticale, Saatgut gebeizt;dt;150;0;;;;
Direktsaat;Standardmischung 440 (längerdauernd, raigrasfähige Lagen);kg;150;0;;;;
Direktsaat;Orge d'automne, semences traitées;dt;150;0;;;;
Direktsaat;Standardmischung 330 (3-jährig);kg;150;0;;;;
Direktsaat;Standardmischung 106 (einjährig);kg;150;0;;;;
Direktsaat;Wintergerste, Saatgut gebeizt;dt;150;0;;;;
Direktsaat;Colza, semences traitées;kg;150;0;;;;
Direktsaat;Pois protéagineux de printemps, semences traitées;dt;150;0;;;;
Direktsaat;Coral extra;l;150;0;;;;
Direktsaat;Winterkorn, Saatgut gebeizt;dt;150;0;;;;
Direktsaat;Winterweizen, Saatgut komb. Gebeizt;dt;150;0;;;;
Direktsaat;Media 20,Tetra-Misch.2J;kg;150;0;;;;
Direktsaat;Mélange standard 323 (3 ans);kg;150;0;;;;
Direktsaat;Sommer-Eiweisserbsen, Santana;dt;150;0;;;;
Direktsaat;Blé d'automne, semences traitées panifiable;dt;150;0;;;;
Direktsaat;Futterweizen Mulan;dt;150;0;;;;
Direktsaat;Grünschnittroggen;kg;150;0;;;;
Direktsaat;Niger (Guizotia abyssinica);kg;150;0;;;;
Direktsaat;Phacelia;kg;150;0;;;;
Direktsaat;Beizmittel unbekannt;;150;0;;;;
Direktsaat;Mélange standard 330 (3 ans);kg;150;0;;;;
Direktsaat;Sommerhafer, Saatgut ungebeizt;dt;150;0;;;;
Direktsaat;Standardmischung 200 (2-jährig);kg;150;0;;;;
Direktsaat;Standardmischung 210 (2-jährig);kg;150;0;;;;
Direktsaat;Wintergerste, Saatgut komb. Gebeizt;dt;150;0;;;;
Direktsaat;Schnittblumen, Samen;kg;150;0;;;;
Direktsaat;Sommer-Eiweisserbsen, Saatgut gebeizt;dt;150;0;;;;
Direktsaat;Sonnenblumen, Saatgut gebeizt;kg;150;0;;;;
Direktsaat;Winterweizen, Runal geb.;dt;150;0;;;;
Direktsaat;Dérobée;kg;150;0;;;;
Direktsaat;Erdklee;kg;150;0;;;;
Direktsaat;Hafer-Inkarnatklee-Gemenge;dt;150;0;;;;
Direktsaat;OH-Nährgrün;kg;150;0;;;;
Direktsaat;Orge d'automne, Caravan;dt;150;0;;;;
Direktsaat;Phacélie;kg;150;0;;;;
Direktsaat;Ray-grass Westerwold;kg;150;0;;;;
Direktsaat;Rotklee Mattenklee Inl.;kg;150;0;;;;
Direktsaat;Sommergerste, Saatgut;dt;150;0;;;;
Direktsaat;Sommerwicken;dt;150;0;;;;
Direktsaat;Standardmischung 230 (2- bis 3-jährig);kg;150;0;;;;
Direktsaat;Standardmischung 323 (3-jährig);kg;150;0;;;;
Direktsaat;Winterraps, Saatgut gebeizt;kg;150;0;;;;
Direktsaat;Blé d'automne, semences trait. combiné;dt;150;0;;;;
Direktsaat;Blé d'automne, semences traitées Tapidor;dt;150;0;;;;
Direktsaat;Englisches Raigras;kg;150;0;;;;
Direktsaat;Mélange avoine-pois-poisette, semence;dt;150;0;;;;
Direktsaat;Mélange avoine - trèfle incarnat;dt;150;0;;;;
Direktsaat;Mélange standard 106 (annuel);kg;150;0;;;;
Direktsaat;Mélange standard 430 (longue durée);kg;150;0;;;;
Direktsaat;Nutrivert OH;kg;150;0;;;;
Direktsaat;Orge de printemps, semences non traitées;dt;150;0;;;;
Direktsaat;Sandhafer;kg;150;0;;;;
Direktsaat;Seigle en vert;kg;150;0;;;;
Direktsaat;Seigle, hybride, semences;dt;150;0;;;;
Direktsaat;Standardmischung 330  OH-33 Dormal Luzerne;kg;150;0;;;;
Direktsaat;Triticale, semences traitées;dt;150;0;;;;
Direktsaat;Wick-Hafer-Gemenge, Saatgut;dt;150;0;;;;
Direktsaat;Wiesenschwingel;kg;150;0;;;;
Direktsaat;Wintergerste, Saatgut;dt;150;0;;;;
Direktsaat;Wintertriticale, Saatgut;dt;150;0;;;;
Direktsaat;Wintertriticale, Saatgut komb. Gebeizt;dt;150;0;;;;
Direktsaat;Winterweizen Forel komb. geb.;dt;150;0;;;;
Direktsaat;Zinal;dt;150;0;;;;
Direktsaat;Alexandrinerklee;kg;150;0;;;;
Direktsaat;Avoine en vert;dt;150;0;;;;
Direktsaat;Buchweizensaatgut;kg;150;0;;;;
Direktsaat;Buntbrache Grundversion;kg;150;0;;;;
Direktsaat;Combin, Saatgut gebeizt;dt;150;0;;;;
Direktsaat;Dinkel Oberkulmer;dt;150;0;;;;
Direktsaat;Féverole d'hiver, semences non traitées;dt;150;0;;;;
Direktsaat;Futterw. Mulan;dt;150;0;;;;
Direktsaat;Futterweizen Tapidor;dt;150;0;;;;
Direktsaat;Grünschnitthafer;dt;150;0;;;;
Direktsaat;Inkarnatklee;kg;150;0;;;;
Direktsaat;Lolinca;kg;150;0;;;;
Direktsaat;lupin blanc doux ;kg;150;0;;;;
Direktsaat;Mélange standard 300 (3 ans);kg;150;0;;;;
Direktsaat;Mélange sursemis 440;kg;150;0;;;;
Direktsaat;Merlot;dt;150;0;;;;
Direktsaat;Mesurol flüssig;l;150;0;;;;
Direktsaat;N-Max;kg;150;0;;;;
Direktsaat;Orge d'automne, semences trait. Combiné;dt;150;0;;;;
Direktsaat;Orge d'automne, semper;dt;150;0;;;;
Direktsaat;phacelia;kg;150;0;;;;
Direktsaat;Phacélie, Saatgut;kg;150;0;;;;
Direktsaat;Pois protéagineux d'hiver, semences non traitées;dt;150;0;;;;
Direktsaat;Propres semences;kg;150;0;;;;
Direktsaat;Runal;dt;150;0;;;;
Direktsaat;Siala;dt;150;0;;;;
Direktsaat;Sommergerste, Saatgut komb. Gebeizt;dt;150;0;;;;
Direktsaat;Sommerhafer, Saatgut komb. Gebeizt;dt;150;0;;;;
Direktsaat;Sommerweizen, Saatgut gebeizt;dt;150;0;;;;
Direktsaat;Standardmischung 300 (3-jährig);kg;150;0;;;;
Direktsaat;Standardmischung 320 (3-jährig);kg;150;0;;;;
Direktsaat;Standardmischung 430 (längerdauernd, raigrasfähige Lagen);kg;150;0;;;;
Direktsaat;Tournesol, semences traitées;kg;150;0;;;;
Direktsaat;Triticale d'automne, semences non traitées;dt;150;0;;;;
Direktsaat;UFA 430;kg;150;0;;;;
Direktsaat;UFA Alpha;kg;150;0;;;;
Direktsaat;W Triticale, Prader;dt;150;0;;;;
Direktsaat;Westerwoldisches Raygras Andrea;kg;150;0;;;;
Direktsaat;WG, Landi;dt;150;0;;;;
Direktsaat;Wintergerste,  Semper        Saatgut gebeizt;dt;150;0;;;;
Direktsaat;Wintergerste, Saatgut . Gebeizt;dt;150;0;;;;
Direktsaat;Wintergrün, Saatgut;kg;150;0;;;;
Direktsaat;Winterroggen, Saatgut ungebeizt;dt;150;0;;;;
Direktsaat;Winterweizen, Claro Top Saatgut gebeizt;dt;150;0;;;;
Direktsaat;Winterweizen, Forel;dt;150;0;;;;
Direktsaat;Winterweizen, Saatgut gebeizt Ludwig;dt;150;0;;;;
Direktsaat;Winterweizen, Saatgut ungebeizt;dt;150;0;;;;
Direktsaat;WW, Galaxie;dt;150;0;;;;
Direktsaat;Sommerhafer;;150;0;;;;
Direktsaat;Wintergerste;;150;0;;;;
Direktsaat;Wintertriticale;;150;0;;;;
Direktsaat;Winterweizen;;150;0;;;;
Direktsaat;Silomais, Saatgut;Dose;140;0;;;;
Direktsaat;Maïs plante entière, semences;Dose;140;0;;;;
Direktsaat;Körnermaissaatgut;Dose;140;0;;;;
Direktsaat;Silomais, Millesim;Dose;140;0;;;;
Direktsaat;Silomais, Saatgut FABREGAS,, RONALDINIO;Dose;140;0;;;;
Direktsaat;Silomais, Saatgut FABREGAS,AMADEO, RINALDINIO;Dose;140;0;;;;
Direktsaat;Silomais, Saatgut FABREGAS,, RINALDINIO;Dose;140;0;;;;
Direktsaat;Silomais, Saatgut gebeizt;Dose;140;0;;;;
Direktsaat;Silomais;;140;0;;;;
Drainage;;;;0;keine Infos;;;
Eggen (m.Zapfw.);;;210;0;Kreiselegge mit Packerwalze 3m;;;
Eggen (o.Zapfw.);;;160;0;Scheibenegge, gezogen;;;
Eggen + Walzen;;;210;0;Kreiselegge mit Packerwalze 3m;;;
Eingrasen (Balkenmähwerk);Grünfutter (geschnitten);dt;150;0;Annahme Dopelmessermähwerk;;;
Eingrasen (Balkenmähwerk);Güllenbehälter, Beton, gedeckt;m³;150;0;;;;
Eingrasen (Balkenmähwerk);Güllengrube Kleinweidli;m³;150;0;;;;
Eingrasen (Balkenmähwerk);;;150;0;;;;
Eingrasen (Balkenmähwerk);Grünfutter (geweidet);dt;150;0;;;;
Eingrasen (Balkenmähwerk);Emd;dt;150;0;;;;
Eingrasen (Balkenmähwerk);Trockengras;dt;150;0;;;;
Eingrasen (Balkenmähwerk);Mais g. Pflanze (frisch);dt;150;0;;;;
Eingrasen (Balkenmähwerk);Heu;dt;150;0;;;;
Eingrasen (Balkenmähwerk);Dürrfutter (lose);dt;150;0;;;;
Eingrasen (Balkenmähwerk);Grassilage (Ballen);dt;150;0;;;;
Eingrasen (Balkenmähwerk);Dürrfutter (gepresst);dt;150;0;;;;
Eingrasen (Balkenmähwerk);Grüngerste (frisch);dt;150;0;;;;
Eingrasen (Balkenmähwerk);Zwischenfutter;dt;150;0;;;;
Eingrasen (Balkenmähwerk);Grassilage;dt;150;0;;;;
Eingrasen (Balkenmähwerk);Grünweizen (frisch);dt;150;0;;;;
Eingrasen (Balkenmähwerk);Erdbeeren;kg;150;0;;;;
Eingrasen (Balkenmähwerk);Grünhafer (frisch);dt;150;0;;;;
Eingrasen (Balkenmähwerk);Grünmais;dt;150;0;;;;
Eingrasen (Balkenmähwerk);Grüntriticale (frisch);dt;150;0;;;;
Eingrasen (Balkenmähwerk);Luzerne (geschnitten);dt;150;0;;;;
Eingrasen (Balkenmähwerk);Mistplatz;t;150;0;;;;
Eingrasen (Balkenmähwerk);Triticale;dt;150;0;;;;
Eingrasen (Rotationsmähwerk mit Mähaufbereiter);Dürrfutter (lose);dt;130;0;;;;
Eingrasen (Rotationsmähwerk mit Mähaufbereiter);Grassilage (Ballen);dt;130;0;;;;
Eingrasen (Rotationsmähwerk mit Mähaufbereiter);Grünfutter (geschnitten);dt;130;0;;;;
Eingrasen (Rotationsmähwerk mit Mähaufbereiter);Grassilage;dt;130;0;;;;
Eingrasen (Rotationsmähwerk mit Mähaufbereiter);Emd;dt;130;0;;;;
Eingrasen (Rotationsmähwerk mit Mähaufbereiter);;;130;0;;;;
Eingrasen (Rotationsmähwerk mit Mähaufbereiter);Dürrfutter (gepresst);dt;130;0;;;;
Eingrasen (Rotationsmähwerk mit Mähaufbereiter);Grünfutter (geweidet);dt;130;0;;;;
Eingrasen (Rotationsmähwerk mit Mähaufbereiter);Heu;dt;130;0;;;;
Eingrasen (Rotationsmähwerk);Grünfutter (geschnitten);dt;110;0;;;;
Eingrasen (Rotationsmähwerk);;;110;0;;;;
Eingrasen (Rotationsmähwerk);Dürrfutter (lose);dt;110;0;;;;
Eingrasen (Rotationsmähwerk);Grassilage (Ballen);dt;110;0;;;;
Eingrasen (Rotationsmähwerk);Grünfutter (geweidet);dt;110;0;;;;
Eingrasen (Rotationsmähwerk);Heu;dt;110;0;;;;
Eingrasen (Rotationsmähwerk);Dürrfutter (gepresst);dt;110;0;;;;
Eingrasen (Rotationsmähwerk);Emd;dt;110;0;;;;
Eingrasen (Rotationsmähwerk);Grassilage;dt;110;0;;;;
Eingrasen (Rotationsmähwerk);Mais g. Pflanze (frisch);dt;110;0;;;;
Eingrasen (Rotationsmähwerk);Zwischenfutter;dt;110;0;;;;
Eingrasen (Rotationsmähwerk);Frühjahrsschnitt;dt;110;0;;;;
Einsaat;Karotten,  Samen;1000 Stk.;180;0;;;;
Einsaat;Winterraps, Saatgut gebeizt;Dose;150;0;;;;
Einsaat;Fétuque élevée;Stk.;150;0;;;;
Einsaat;;;150;0;;;;
Einsaat;Standardmischung 440 (längerdauernd, raigrasfähige Lagen);kg;150;0;;;;
Einsaat;Übersaatenmischung 440;kg;150;0;;;;
Einsaat;Mélange sursemis 431;kg;150;0;;;;
Einsaat;Mélange sursemis 444;kg;150;0;;;;
Einsaat;Standardmischung Salvia (extensive Nutzungen);kg;150;0;;;;
Einsaat;Bastard Raigras;kg;150;0;;;;
Einsaat;Standardmischung 430 (längerdauernd, raigrasfähige Lagen);kg;150;0;;;;
Einsaat;Trèfle blanc, sursemis;kg;150;0;;;;
Einsaat;Harvestore Gold;kg;150;0;;;;
Einsaat;Standardmischung 200 (2-jährig);kg;150;0;;;;
Einsaat;Übersaatenmischung 431;kg;150;0;;;;
Einsaat;Mélange standard 330 (3 ans);kg;150;0;;;;
Einsaat;..;dt;150;0;;;;
Einsaat;Mélange standard 431 (longue durée);kg;150;0;;;;
Einsaat;Standardmischung 106 (einjährig);kg;150;0;;;;
Einsaat;Standardmischung 330 (3-jährig);kg;150;0;;;;
Einsaat;Ölrettich;kg;150;0;;;;
Einsaat;Orge de printemps, semences traitées;dt;150;0;;;;
Einsaat;Rebbergmischung;kg;150;0;;;;
Einsaat;Sommerhafer, Saatgut ungebeizt;dt;150;0;;;;
Einsaat;Standardmischung 240 (2- bis 3-jährig);kg;150;0;;;;
Einsaat;UFA 430;kg;150;0;;;;
Einsaat;UFA Alpha;kg;150;0;;;;
Einsaat;Avoine en vert;dt;150;0;;;;
Einsaat;Blé de printemps, semences bio non traitées;dt;150;0;;;;
Einsaat;Dactyle;kg;150;0;;;;
Einsaat;Englisches Raigras;kg;150;0;;;;
Einsaat;Famosa 40;kg;150;0;;;;
Einsaat;Fétuque des prés;kg;150;0;;;;
Einsaat;Fromental;kg;150;0;;;;
Einsaat;Kunswiese m. Lutzerne.;kg;150;0;;;;
Einsaat;Mélange standard 323 (3 ans);kg;150;0;;;;
Einsaat;Mélange standard 330 M(3 ans);kg;150;0;;;;
Einsaat;Mélange standard 430 (longue durée);kg;150;0;;;;
Einsaat;Mélange standard 440 (longue durée);kg;150;0;;;;
Einsaat;Mélange standard 450 (utilisation extensive);kg;150;0;;;;
Einsaat;Mélange sursemis 240;kg;150;0;;;;
Einsaat;Mélange sursemis 440;kg;150;0;;;;
Einsaat;Sommergerste, Saatgut gebeizt;dt;150;0;;;;
Einsaat;Sommergerste, Saatgut ungebeizt;dt;150;0;;;;
Einsaat;Sommerweizen, Saatgut gebeizt;dt;150;0;;;;
Einsaat;Standardmischung 440 AR Highspeed (längerdauernd, für Weide);kg;150;0;;;;
Einsaat;Standardmischung 451 für Bergwiesen (extensive Nutzungen);kg;150;0;;;;
Einsaat;Standardmischung 481 (Dauerwiesen);kg;150;0;;;;
Einsaat;Standardmischung, UFA Bergwiesenmischung Highspeed;kg;150;0;;;;
Einsaat;Weidemischung;kg;150;0;;;;
Einsaat;Weissklee;kg;150;0;;;;
Einsaat;Silomais, Saatgut;Dose;140;0;;;;
Einsaat;Silomais;;140;0;;;;
Einzelstockbehandlung;Plüvel;l;60;0;;;;
Einzelstockbehandlung;Ally SX;kg;60;0;;;;
Einzelstockbehandlung;;;60;0;;;;
Einzelstockbehandlung;Apell;l;60;0;;;;
Einzelstockbehandlung;Asulox;l;60;0;;;;
Einzelstockbehandlung;Blackomat;l;60;0;;;;
Einzelstockbehandlung;Aniten-Combi;l;60;0;;;;
Einzelstockbehandlung;Lontrel 100;l;60;0;;;;
Einzelstockbehandlung;Blackengranulat LG;kg;60;0;;;;
Einzelstockbehandlung;Garlon 120;l;60;0;;;;
Einzelstockbehandlung;Asulam LG;l;60;0;;;;
Einzelstockbehandlung;Glyphosate;l;60;0;;;;
Einzelstockbehandlung;Glyfos;l;60;0;;;;
Einzelstockbehandlung;Mamba Due Colore;l;60;0;;;;
Einzelstockbehandlung;Divopan;l;60;0;;;;
Einzelstockbehandlung;Asulam;l;60;0;;;;
Einzelstockbehandlung;Rumex Contra;l;60;0;;;;
Einzelstockbehandlung;Mamba Due Coloré (Spicosa);l;60;0;;;;
Einzelstockbehandlung;Picobello;l;60;0;;;;
Einzelstockbehandlung;Blackex;l;60;0;;;;
Einzelstockbehandlung;Dicamba PP;l;60;0;;;;
Einzelstockbehandlung;MCPB;l;60;0;;;;
Einzelstockbehandlung;Roundup Max;l;60;0;;;;
Einzelstockbehandlung;Banvel 4 S;l;60;0;;;;
Einzelstockbehandlung;Duplosan KV-Combi;l;60;0;;;;
Einzelstockbehandlung;Concert SX;kg;60;0;;;;
Einzelstockbehandlung;Glyphosat 360 S;l;60;0;;;;
Einzelstockbehandlung;Banvel Extra;l;60;0;;;;
Einzelstockbehandlung;RUMEX contra;l;60;0;;;;
Einzelstockbehandlung;Trifoplex;l;60;0;;;;
Einzelstockbehandlung;Asulon;l;60;0;;;;
Einzelstockbehandlung;Roundup Ultra;l;60;0;;;;
Einzelstockbehandlung;Blackol ;l;60;0;;;;
Einzelstockbehandlung;Genol Plant;l;60;0;;;;
Einzelstockbehandlung;Tribel 480 EC;l;60;0;;;;
Einzelstockbehandlung;Harmony 75 DF;kg;60;0;;;;
Einzelstockbehandlung;Anti-Rumex Red ;l;60;0;;;;
Einzelstockbehandlung;Concert;kg;60;0;;;;
Einzelstockbehandlung;Exell;l;60;0;;;;
Einzelstockbehandlung;Fusilade Max;l;60;0;;;;
Einzelstockbehandlung;Roundup Plus;l;60;0;;;;
Einzelstockbehandlung;Targa Super;l;60;0;;;;
Einzelstockbehandlung;Toxer total;l;60;0;;;;
Einzelstockbehandlung;2,4 D - flüssig;l;60;0;;;;
Einzelstockbehandlung;Andil;kg;60;0;;;;
Einzelstockbehandlung;Banvel M;l;60;0;;;;
Einzelstockbehandlung;Cypermethrin;l;60;0;;;;
Einzelstockbehandlung;Debut;kg;60;0;;;;
Einzelstockbehandlung;Equip;l;60;0;;;;
Einzelstockbehandlung;Lunar;l;60;0;;;;
Einzelstockbehandlung;Maister OD;l;60;0;;;;
Einzelstockbehandlung;Spot Oil;l;60;0;;;;
Einzelstockbehandlung;Touchdown System 4;l;60;0;;;;
Einzelstockbehandlung;Trifolin;l;60;0;;;;
Einzelstockbehandlung;Ally Tabs;Tb;60;0;;;;
Einzelstockbehandlung;Harmony - Tabletten;Tb;60;0;;;;
Einzelstockbehandlung;Harmony SX;g;60;0;;;;
Einzelstockbehandlung;Harmony-Tablette;Tb;60;0;;;;
Einzelstockbehandlung;Rumex Tabs;Tb;60;0;;;;
Emden (Balkenmähwerk);Güllenbehälter, Beton, gedeckt;m³;150;0;;;;
Emden (Balkenmähwerk);Emd;dt;150;0;;;;
Emden (Balkenmähwerk);Dürrfutter (lose);dt;150;0;;;;
Emden (Balkenmähwerk);Dürrfutter (gepresst);dt;150;0;;;;
Emden (Balkenmähwerk);;;150;0;;;;
Emden (Balkenmähwerk);Grünfutter (geschnitten);dt;150;0;;;;
Emden (Balkenmähwerk);Grassilage;dt;150;0;;;;
Emden (Balkenmähwerk);Grünfutter (geweidet);dt;150;0;;;;
Emden (Balkenmähwerk);Heu;dt;150;0;;;;
Emden (Balkenmähwerk);Trockengras;dt;150;0;;;;
Emden (Balkenmähwerk);Grassilage (Ballen);dt;150;0;;;;
Emden (Balkenmähwerk);Frühjahrsschnitt;dt;150;0;;;;
Emden (Balkenmähwerk);Futterrüben;dt;150;0;;;;
Emden (Balkenmähwerk);Luzerne (geschnitten);dt;150;0;;;;
Emden (Balkenmähwerk);Maissilage (Ballen);dt;150;0;;;;
Emden (Balkenmähwerk);Streue;dt;150;0;;;;
Emden (Balkenmähwerk);Zuckerrüben;dt;150;0;;;;
Emden (Rotationsmähwerk mit Mähaufbereiter);Güllesilo, Beton, mit Abdeckung;m³;130;0;;;;
Emden (Rotationsmähwerk mit Mähaufbereiter);Emd;dt;130;0;;;;
Emden (Rotationsmähwerk mit Mähaufbereiter);Dürrfutter (lose);dt;130;0;;;;
Emden (Rotationsmähwerk mit Mähaufbereiter);Dürrfutter (gepresst);dt;130;0;;;;
Emden (Rotationsmähwerk mit Mähaufbereiter);;;130;0;;;;
Emden (Rotationsmähwerk mit Mähaufbereiter);Grassilage (Ballen);dt;130;0;;;;
Emden (Rotationsmähwerk mit Mähaufbereiter);Heu;dt;130;0;;;;
Emden (Rotationsmähwerk mit Mähaufbereiter);Grassilage;dt;130;0;;;;
Emden (Rotationsmähwerk mit Mähaufbereiter);Grünfutter (geschnitten);dt;130;0;;;;
Emden (Rotationsmähwerk mit Mähaufbereiter);Grünfutter (geweidet);dt;130;0;;;;
Emden (Rotationsmähwerk mit Mähaufbereiter);Luzerne (geschnitten);dt;130;0;;;;
